countries	countries (codes)	item	item (codes)	year	Total Population - Both sexes (1000)	Production (1000 tonnes)	Import Quantity (1000 tonnes)	Stock Variation (1000 tonnes)	Export Quantity (1000 tonnes)	Domestic supply quantity (1000 tonnes)	Feed (1000 tonnes)	Seed (1000 tonnes)	Processing (1000 tonnes)	Other Util (1000 tonnes)	Food (1000 tonnes)	Food supply quantity (kg/capita/yr)	Food supply (kcal/capita/day)	Protein supply quantity (g/capita/day)	Fat supply quantity (g/capita/day)	
United States of America	231	Olive Oil	2580	2007		2	267	0	6	263					263	0.9	21		2.3
United States of America	231	Ricebran Oil	2581	2007															
United States of America	231	Maize Germ Oil	2582	2007		1147	20	0	349	818				111	707	2.3	55	0.0	6.2
United States of America	231	Oilcrops Oil, Other	2586	2007		280	284	26	433	157			0	217	65	0.2	4	0.0	0.5
United States of America	231	Vegetables +	2918	2007		38823	7114		3953	41983	206		0	2388	39390	127.6	80	3.6	0.8
United States of America	231	Tomatoes	2601	2007		14185	1211		743	14653				763	13890	45.0	21	1.0	0.2
United States of America	231	Onions	2602	2007		3602	409		292	3720				201	3519	11.4	10	0.3	0.1
United States of America	231	Vegetables, Other	2605	2007		21035	5493		2918	23611	206		0	1425	21981	71.2	49	2.3	0.4
United States of America	231	Fruits - Excluding Wine +	2919	2007		26021	20239	68	7113	39215			3250	1729	34251	111.0	116	1.3	1.0
United States of America	231	Oranges, Mandarines	2611	2007		7685	5219		2447	10458			0	242	10215	33.1	27	0.5	0.1
United States of America	231	Lemons, Limes	2612	2007		722	1332		219	1835			0	58	1777	5.8	2	0.1	0.0
United States of America	231	Grapefruit	2613	2007		1580	40	68	842	847			0	80	767	2.5	1	0.0	0.0
United States of America	231	Citrus, Other	2614	2007		30	1		2	29					29	0.1	0	0.0	0.0
United States of America	231	Bananas	2615	2007		9	4011		481	3538				201	3338	10.8	18	0.2	0.1
United States of America	231	Plantains	2616	2007			255			255					255	0.8	2	0.0	0.0
United States of America	231	Apples	2617	2007		4238	4796		934	8100			0	222	7878	25.5	22	0.1	0.1
United States of America	231	Pineapples	2618	2007		173	1789	0	102	1859				43	1816	5.9	7	0.0	0.0
United States of America	231	Dates	2619	2007		15	9		3	20				1	19	0.1	0	0.0	0.0
United States of America	231	Grapes	2620	2007		6384	1051		1014	6421			3250	549	2622	8.5	13	0.1	0.0
United States of America	231	Fruits, Other	2625	2007		5186	1737	0	1069	5853			0	332	5536	17.9	24	0.3	0.6
United States of America	231	Stimulants +	2922	2007		3	2662	0	439	2226			0		2226	7.2	22	1.4	1.4
United States of America	231	Coffee	2630	2007		3	1467	0	205	1265			0		1265	4.1	5	0.7	
United States of America	231	Cocoa Beans	2633	2007			1009	0	213	796					796	2.6	17	0.5	1.4
United States of America	231	Tea	2635	2007			186	0	21	164					164	0.5	0	0.1	
United States of America	231	Spices +	2923	2007		1	270	0	22	249					249	0.8	7	0.2	0.2
United States of America	231	Pepper	2640	2007			64		5	59					59	0.2	1	0.1	0.0
United States of America	231	Pimento	2641	2007		0	91		3	88					88	0.3	2	0.1	0.1
United States of America	231	Cloves	2642	2007			2		0	1					1	0.0	0	0.0	0.0
United States of America	231	Spices, Other	2645	2007		1	113	0	13	101					101	0.3	3	0.1	0.1
United States of America	231	Alcoholic Beverages +	2924	2007		36615	6910	0	1558	41966				11634	30339	98.3	153	0.7	
United States of America	231	Wine	2655	2007		2250	854	0	431	2673				547	2126	6.9	13	0.0	
United States of America	231	Beer	2656	2007		23500	3485		316	26669					26669	86.4	99	0.7	
United States of America	231	Beverages, Fermented	2657	2007			22		23						6	0.0	0	0.0	
United States of America	231	Beverages, Alcoholic	2658	2007		1105	587		153	1539					1539	5.0	40		
United States of America	231	Alcohol, Non-Food	2659	2007		9760	1962		636	11086				11086					
United States of America	231	Meat +	2943	2007		41295	2083	0	5285	38094	53		0	141	37901	122.8	450	40.7	30.6
United States of America	231	Bovine Meat	2731	2007		11979	1477	0	700	12757			0	30	12727	41.2	114	14.0	6.0
United States of America	231	Mutton & Goat Meat	2732	2007		104	94	0	4	193	31				162	0.5	4	0.2	0.3
United States of America	231	Pigmeat	2733	2007		9951	434	0	1190	9195				34	9161	29.7	131	8.0	10.8
United States of America	231	Poultry Meat	2734	2007		19034	70	0	3379	15724			0	77	15647	50.7	199	18.2	13.4
United States of America	231	Meat, Other	2735	2007		227	9	0	11	224	22				204	0.7	2	0.3	0.1
United States of America	231	Offals +	2945	2007		1389	45	0	369	1065	715			0	351	1.1	3	0.6	0.1
United States of America	231	Animal Fats +	2946	2007		7148	143	0	1788	5502	1250		0	2495	1757	5.7	108	0.1	12.2
United States of America	231	Butter, Ghee	2740	2007		695	41	0	43	694				70	624	2.0	40	0.0	4.5
United States of America	231	Cream	2743	2007		7	9		9	7					7	0.0	0	0.0	0.0
United States of America	231	Fats, Animals, Raw	2737	2007		6376	68	0	1681	4763	1250		0	2387	1126	3.6	68	0.0	7.7
United States of America	231	Fish, Body Oil	2781	2007		69	23	0	54	38	0			38	0	0.0	0	0.0	0.0
United States of America	231	Fish, Liver Oil	2782	2007		0	2	0	1	0				0	0	0.0	0	0.0	0.0
United States of America	231	Eggs +	2949	2007		5395	5	0	161	5239		718		110	4411	14.3	54	4.2	3.8
United States of America	231	Milk - Excluding Butter +	2948	2007		84189	4734	0	4064	84859	463		0	6053	78343	253.8	373	21.9	22.2
United States of America	231	Fish, Seafood +	2960	2007		5283	4823	47	2195	7958	359	175		0	7424	24.1	38	5.6	1.5
United States of America	231	Freshwater Fish	2761	2007		733	996	12	272	1469	0	75			1394	4.5	7	1.1	0.3
United States of America	231	Demersal Fish	2762	2007		2309	1033	0	1092	2250	0	80		0	2170	7.0	15	1.9	0.7
United States of America	231	Pelagic Fish	2763	2007		1062	683	0	588	1157	359	0		0	797	2.6	7	0.8	0.4
United States of America	231	Marine Fish, Other	2764	2007		4				4				0	4	0.0	0	0.0	0.0
United States of America	231	Crustaceans	2765	2007		332	1591	36	96	1864		0		0	1864	6.0	7	1.4	0.1
United States of America	231	Cephalopods	2766	2007		72	83	0	59	96		0		0	96	0.3	1	0.1	0.0
United States of America	231	Molluscs, Other	2767	2007		770	436		87	1118		20		0	1098	3.6	1	0.2	0.0
United States of America	231	Aquatic Products, Other +	2961	2007		13	31		4	41				39	1	0.0	0	0.0	0.0
United States of America	231	Meat, Aquatic Mammals	2768	2007															
United States of America	231	Aquatic Animals, Others	2769	2007		11	2		2	11				10	1	0.0	0	0.0	0.0
United States of America	231	Aquatic Plants	2775	2007		2	29		1	30				30	0	0.0	0	0.0	0.0
United States of America	231	Miscellaneous +	2928	2007													0	0.0	0.0
